Song,Artist,Billboard100,URI
One Call Away,Chingy,1,0UNTBB02C1aB55Fu4H63qd
"Me, Myself and I",Beyoncé,1,6XsT5UGfpaFeHQf5LRIy4W
Turn Me On,Kevin Lyttle,1,0RmXtDH1cBMGImRrmn5xL6
The First Cut Is the Deepest,Sheryl Crow,1,7gN24J8E0pR3G2nsbhkcjw
You Don't Know My Name,Alicia Keys,1,6LGwYMXXgURfaequXipzHx
My Place,Nelly,1,1NAyvpW70a9lxY0YlLWFV4
Overnight Celebrity,Twista,1,2tOZtdbkAMQASWokLvSlzj
Hotel,Cassidy,1,4hHXhCRSnOKd6nMGaivmD0
Numb,Linkin Park,1,2nLtzopw4rPReszdYBJU6h
Diary,Alicia Keys,1,5dxHF4lrDimKqnI3GaZUmC
She Will Be Loved,Maroon 5,1,4llK75pXNWZz6KAho2Gp16
White Flag,Dido,1,3adnLFXKO5rC1lhUNSeg3N
Heaven,Los Lonely Boys,1,2mQ1RBK7s87mdPCzh97RSH
It's My Life,No Doubt,1,2fOxxLz9JVe53itq6pfBak
Pieces of Me,Ashlee Simpson,1,7yXibbAYi4to5oQTeO738f
Leave (Get Out),JoJo,1,6nIcGJK6Pj1ThzC6r8O8hA
Milkshake,Kelis,1,2s0ouHqJebHfiQ6C1GUFJd
Splash Waterfalls,Ludacris,1,2T8hXV9LUZMDBKR5RALGEa
Jesus Walks,Kanye West,1,5g1vtHqi9uV7xtYeCcFOBx
Locked Up,Akon,1,0YUrjFy4qFKOO5NhM9tYdV
Stand Up,Ludacris,1,2CtCwQhY0ZLvr8L2l8Bo6e
Suga Suga,Baby Bash,1,6Nq5lE0CeOAAAqN4qhkbZU
All Falls Down,Kanye West,1,5SkRLpaGtvYPhw02vZhQQ9
Toxic,Britney Spears,1,6I9VzXrHxO9rA9A5euc8Ak
Salt Shaker,Ying Yang Twins,1,4Kd0FzFpOgIGxlBl4HXuFn
With You,Jessica Simpson,1,7pNJ1T9TGbVbNHKaLhhPri
Meant to Live,Switchfoot,1,2md2i5QvelRFnafpnd6LOg
I Like That,Houston,1,4MMqj7HaLL8BphbBZnlsdq
Sorry 2004,Ruben Studdard,1,2u34ZVPVlr7hfN7vDr1512
My Happy Ending,Avril Lavigne,1,6sqNctd7MlJoKDOxPVCAvU
On Fire,Lloyd Banks,1,0B2ZuTLZnWQ6gz8RlNwBu1
Roses,Outkast,1,6bUNEbXT7HovLW6BgPCBsb
Walked Outta Heaven,Jagged Edge,1,06ZDLodo1UDVavc3MXREZ3
Lose My Breath,Destiny's Child,1,4dvQg9sD8k9y4qiEURuj8v
My Band,D12,1,4XHQyvbrBsQaaBUW1VvmsL
I'm Still in Love with You,Sean Paul,1,3MhdH8PxqH1FuQp3HBptUI
Through the Wire,Kanye West,1,4mmkhcEm1Ljy1U9nwtsxUo
Why?,Jadakiss,1,58LflM1owDAzQkYIL7ayCX
Fuck It (I Don't Want You Back),Eamon,1,1p5kC161fWMA2QlwV3Vi4W
Read Your Mind,Avant,1,6cR1U61DMpYbS2TtNTlSvo
Game Over (Flip),Lil' Flip,1,79lmvU7Qmc8QpXilbSk37z
One Thing,Finger Eleven,1,2BepFzUWfczDk68DXj10w3
Headsprung,LL Cool J,1,1GIN41bLhiKeEPeC2vXH8i
Damn!,YoungBloodZ,1,0tLOX3QEuQJtz4FMLxHh10
Baby Boy,Beyoncé,1,4WY3HyGXsWqjFRCVD6gnTe
Get Low,Lil Jon & the East Side Boyz,1,0jrz4ZQKCsC6h2vzqgHiEp
Drop It Like It's Hot,Snoop Dogg,1,2NBQmPrOEEjA8VbeWOQGxO
U Should've Known Better,Monica,1,0EQuu6hyNACWI7LT7N5pRv
On the Way Down,Ryan Cabrera,1,1GwVi2ceNb8dMFA3DZGnnY
Breakaway,Kelly Clarkson,1,61Qhe2mHSLhUE04QeK4lkD
Why Don't You & I,Santana,1,43LdgobPlcCc5g9Kmactvy
Are You Gonna Be My Girl,Jet,1,305WCRhhS10XUcH6AEwZk6
100 Years,Five for Fighting,1,2lFlveK1y13WWp3vnQtrr3
Step in the Name of Love,R. Kelly,1,2GtFOkArU10Lr11BbVKl28
Breaking the Habit,Linkin Park,1,4HcDu9IGRCvSTJE4yW5Ugv
Gigolo,Nick Cannon,1,1T1ZUKX4X87tVLaBGjwFv4
Live Like You Were Dying,Tim McGraw,1,7B1QliUMZv7gSTUGAfMRRD
Remember When,Alan Jackson,1,1nCSr7oGeUv7sUEoYuAJFF
Everytime,Britney Spears,1,0dRhSF9LV0HR8Jwd3MMMKJ
Southside,Lloyd,1,7lurcq2Yw96B1K0KOJAHxg
Dude,Beenie Man,1,5XWjx5tHMsOI7BZh8wjeSu
Wanna Get to Know You,G-Unit,1,1dHJETCn2X1R1YwVlMvSza
Holidae In,Chingy,1,0FmCLEHfINGqwlyzvklNqy
Let's Get It Started,The Black Eyed Peas,1,3qK8x4GZcIkzTz9JEqvIF5
When the Sun Goes Down,Kenny Chesney,1,5vLonpxn4VN0A8GtQOBSG0
American Soldier,Toby Keith,1,0oVWPlnK5eAqnJCVB0FvpP
Change Clothes,Jay-Z,1,0
Don't Tell Me,Avril Lavigne,1,0dEQaNYfp5G7Sflek2Qnde
You'll Think of Me,Keith Urban,1,0lZxd99ZIjA0zUdQAY3FXr
Happy People,R. Kelly,1,266hoXlxTshUk4XsNQK5to
Hey Mama,The Black Eyed Peas,1,2CR3rZKwLWNMXDLooqpFHV
Over and Over,Nelly,1,2b8QQqf8Vwb7bfz22ja8Fk
Redneck Woman,Gretchen Wilson,1,26bL4gSULWDgdIMX0pRFrG
Just Lose It,Eminem,1,0qcjuYtMWhBjXg0Xwt5SzS
Letters from Home,John Michael Montgomery,1,15cGdiAHmezm0P04jVAjMo
I Go Back,Kenny Chesney,1,57I7CUbXo4XlWuTVB8pXW6
We Belong Together,Mariah Carey,1,3LmvfNUQtglbTrydsdIqFU
Hollaback Girl,Gwen Stefani,1,0JMwb4AtBw2FdvzNaGzpMn
Let Me Love You,Mario,1,3ibKnFDaa3GhpPGlOUj7ff
Since U Been Gone,Kelly Clarkson,1,3xrn9i8zhNZsTtcoWgQEAd
"1, 2 Step",Ciara,1,3x9LFpV6tzq0qWaBMvY2UT
Gold Digger,Kanye West,1,1PS1QMdUqOal0ai3Gt7sDQ
Boulevard of Broken Dreams,Green Day,1,5GorCbAP4aL0EJ16frG2hd
Candy Shop,50 Cent,1,5D2mYZuzcgjpchVY1pmTPh
Don't Cha,The Pussycat Dolls,1,1gZ7i4qxXkHZb1r6eioaAP
Behind These Hazel Eyes,Kelly Clarkson,1,0AKAxdNkwq9ZxRdW1DN9zW
Disco Inferno,50 Cent,1,69bHJ9qs5FrUJbKP8xU8uZ
You and Me,Lifehouse,1,0815caqt2Lytro5EIzMufT
Don't Phunk with My Heart,The Black Eyed Peas,1,4MtDnnAJ1AtWit10FRmZdW
Lose Control,Missy Elliott,1,0UaMYEvWZi0ZqiDOoHU3YI
Shake It Off,Mariah Carey,1,4VKnkoNNM6yTb4cXXX3wqD
Mr. Brightside,The Killers,1,7oK9VyNzrYvRFo7nQEYkWN
Just a Lil Bit,50 Cent,1,4nva9EpKntUTs6CRSGBCn9
Pon de Replay,Rihanna,1,4TsmezEQVSZNNPv5RJ65Ov
How We Do,The Game,1,4PmMVdIFpJTB9WQbmILf4p
Beverly Hills,Weezer,1,1yKu2MhpwzDXXH2tzG6xoa
Oh,Ciara,1,7i7UIbm5E0DD7aSOYvwp2v
Lonely No More,Rob Thomas,1,4faFAhOflLzhfJECveRwva
Drop It Like It's Hot,Snoop Dogg,1,2NBQmPrOEEjA8VbeWOQGxO
Hate It or Love It,The Game,1,2wGSgTmgSF3xjRrHkTc25R
Lovers & Friends,Lil Jon,1,7izqOpR96imubZLRCN9MUU
Soldier,Destiny's Child,1,2guetAOKyL7wcFmxYtpTxR
Breakaway,Kelly Clarkson,1,61Qhe2mHSLhUE04QeK4lkD
Switch,Will Smith,1,2bmxx16hNi3W5FGzfFO9xX
Let Me Hold You,Bow Wow,1,1oNToERLIN71YCPLbRIQGQ
Like You,Bow Wow,1,3jEqrIfwKO0M8ALu3TGilF
Rich Girl,Gwen Stefani,1,7HDLlU5FmQ3gijvtcXXBGG
My Humps,The Black Eyed Peas,1,19JdbdEwQI7bCxefMokZO8
Obsession (No Es Amor),Frankie J,1,4UC4H4vX3bJtcgtKR0ZCFJ
Caught Up,Usher,1,5zdUc1JRCImBYcDWgvFNpE
Listen to Your Heart,DHT,1,5KqEPvurLuOoV64tNylPO6
Scars,Papa Roach,1,1UREw2MCfU0xwBzCAjxlUD
Feel Good Inc.,Gorillaz,1,0d28khcov6AiegSCpG5TuT
Let Me Go,3 Doors Down,1,0nNVR2iDM3eVzEgMi78vQm
Holiday,Green Day,1,4VgEM12OeaN3GyBV487Me7
"Sugar, We're Goin Down",Fall Out Boy,1,2TfSHkHiFO4gRztVIkggkE
Grind with Me,Pretty Ricky,1,3B7i9OKRRmIsSBHEbJz58Y
Run It!,Chris Brown,1,7xYnUQigPoIDAMPVK79NEq
Photograph,Nickelback,1,3hb2ScEVkGchcAQqrPLP0R
Lonely,Akon,1,5QnM8r0kqFdM84k18aFE2V
Collide,Howie Day,1,6dwkFmLUz6hx2CZG2EqLol
Wake Me Up When September Ends,Green Day,1,3ZffCQKLFLUvYM59XKLbVm
Slow Down,Bobby Valentino,1,4Ilen0VxPEsVRLpnePji8P
Over and Over,Nelly,1,2b8QQqf8Vwb7bfz22ja8Fk
Some Cut,Trillville,1,71mDjdeVK9sqXmamMHaAfX
Get It Poppin',Fat Joe,1,3zdDxhDo5SycC7XSAPfdjv
Play,David Banner,1,2QD4C6RRHgRNRAyrfnoeAo
Soul Survivor,Young Jeezy,1,0Ss50OU9tCozI7JIywkv14
Pimpin' All Over the World,Ludacris,1,6VixoRqnikN4QqegoKUSbH
My Boo,Usher and Alicia Keys,1,68vgtRHr7iZHpzGpon6Jlo
Sugar (Gimme Some),Trick Daddy,1,7x6SuiiH3fcrsAgfkp2OwQ
Karma,Alicia Keys,1,588RGyR1f4Plc8nm7SrdCa
Speed of Sound,Coldplay,1,7clUVcSOtkNWa58Gw5RfD4
I Don't Want to Be,Gavin DeGraw,1,4vl2zwXsTmAxgu9iY0g6UK
Mockingbird,Eminem,1,561jH07mF1jHuk7KlaeF0s
La Tortura,Shakira,1,5BSclXJTa9B0iURhUjZo50
She Will Be Loved,Maroon 5,1,4llK75pXNWZz6KAho2Gp16
Baby I'm Back,Baby Bash,1,6EfyEbyk4XjCisJz90V8Ki
Wait (The Whisper Song),Ying Yang Twins,1,5Y78yINSOCW6xbOfGWNBg4
Incomplete,Backstreet Boys,1,0CnD7Hiw6pae6rLsZw5q5W
Bring Em Out,T.I.,1,3CcvahnsiArpTHYQEWV2Au
Cater 2 U,Destiny's Child,1,6uYAPqxP69zfpCbsTHXgiz
1 Thing,Amerie,1,1mnqraQ8oV8MX92rdOFLWW
Best of You,Foo Fighters,1,5FZxsHWIvUsmSK1IAvm2pp
It's Like That,Mariah Carey,1,0sNY3XS9Tz1P957KZrQ6GZ
Goin' Crazy,Natalie,1,48JAAdtKgOQ4u4QRER6bJX
Inside Your Heaven,Carrie Underwood,1,25ry9EyyRsp1dDctlAclin
Because of You,Kelly Clarkson,1,3f3omU8n47Mqyab5nCaGyT
Truth Is,Fantasia,1,3QfsB9tPwAjMb5b9P7r3Z5
Your Body,Pretty Ricky,1,5y4TDQdYzlT4eoQIPOgNDz
Beautiful Soul,Jesse McCartney,1,1HwpWwa6bnqqRhK8agG4RS
Cool,Gwen Stefani,1,7oIuSQBmwRbKYH1KGUzDAO
Get Back,Ludacris,1,3njpLvANriMsdv3dgADEad
Outta Control,50 Cent,1,7BKi4ZcyMBXeAvJ1OPxhdV
U Don't Know Me,T.I.,1,2SuMoyOaAVBg5AzfKyZaKV
These Words,Natasha Bedingfield,1,6QLU1GKy2Zh2mOh2uoJ0TV
Don't Lie,The Black Eyed Peas,1,600qBKuhdgLqxZb1BqIE0T
Get Right,Jennifer Lopez,1,0rLzyBecRbTpnBWvMtPVFR
Daughters,John Mayer,1,5FPnjikbwlDMULCCCa6ZCJ
As Good as I Once Was,Toby Keith,1,7G6l2FtQyRhQgYgut2I6i8
Girlfight,Brooke Valentine,1,0GkkiqqRdjqmRDrWfTdemH
Lose My Breath,Destiny's Child,1,4dvQg9sD8k9y4qiEURuj8v
Ordinary People,John Legend,1,2ZA4uMlSZjaoWGFqP1tsLI
We Be Burnin',Sean Paul,1,4kOTDj4SiZPkW1p96WMDNv
Just the Girl,The Click Five,1,1JURww012QnWAw0zZXi6Aa
TRUE,Ryan Cabrera,1,0jdeV5dSB3kUBRqe1xQJbh
O,Omarion,1,3gOBLrOvDovzHL4xBDQw0B
Back Then,Mike Jones,1,5krOROgmf8adn3SJzeKLZy
Numb/Encore,Jay-Z and Linkin Park,1,5sNESr6pQfIhL3krM8CtZn
Wonderful,Ja Rule,1,1bl99Q4umnPomYGv3dQP67
I'm Sprung,T-Pain,1,0F7rEdewJ6cSLylOZZpDu7
Chariot,Gavin DeGraw,1,08kTO4EW0jb07zNsCNM83w
U Already Know,112,1,0ahRDzkKq0KEi7FRoHb0qk
Mississippi Girl,Faith Hill,1,79YeQbd1p7MsuT7wHQLRYY
Number One Spot,Ludacris,1,5SV9SnHkuHMh446QsgQtry
Give Me That,Webbie,1,0KGZzYTmH3lfpSKOcjnOkp
Bad Day,Daniel Powter,1,0mUyMawtxj1CJ76kn9gIZK
Temperature,Sean Paul,1,0k2GOhqsrxDTAbFFSdNJjT
Promiscuous,Nelly Furtado,1,47aQT2aV12TyilaoYi1NiD
You're Beautiful,James Blunt,1,0vg4WnUWvze6pBOJDTq99k
Hips Don't Lie,Shakira,1,3ZFTkvIE7kyPt6Nu3PEa7V
Unwritten,Natasha Bedingfield,1,1D1nixOVWOxvNfWi0UD7VX
Crazy,Gnarls Barkley,1,2N5zMZX7YeL1tico8oQxa9
Ridin',Chamillionaire,1,3kZoay4ANo86ehb6s4RwS9
SexyBack,Justin Timberlake,1,0O45fw2L5vsWpdsOdXwNAR
Check on It,Beyoncé,1,632ikkYPSHSHA5udZeuKvk
Be Without You,Mary J. Blige,1,2YegxR5As7BeQuVp2U6pek
Grillz,"Nelly, Paul Wall and Ali & Gipp",1,0Aqlt4N5h6rUtKnd09VXpr
Over My Head (Cable Car),The Fray,1,1N62wozuHCvczCkY4QidpP
Me & U,Cassie,1,7k6IzwMGpxnRghE7YosnXT
Buttons,Pussycat Dolls,1,3BxWKCI06eQ5Od8TY2JBeA
Run It!,Chris Brown,1,7xYnUQigPoIDAMPVK79NEq
So Sick,Ne-Yo,1,6brl7bwOHmGFkNw3MBqssT
It's Goin' Down,Yung Joc,1,05Sgj1Hx03ZXc57gsV1kfX
SOS,Rihanna,1,30cSNer6TV8x2utjULVeQ5
I Write Sins Not Tragedies,Panic! at the Disco,1,4bPQs0PHn4xbipzdPfn6du
Move Along,The All-American Rejects,1,2l57cfmCnOkwNX1tky02n1
London Bridge,Fergie,1,7jRoWfRlLnGYEIEn4t4kbq
Dani California,Red Hot Chili Peppers,1,10Nmj3JCNoMeBQ87uw5j8k
Snap Yo Fingers,Lil Jon,1,6o3s08kk2fQI37vxGZDrJ1
"Lean wit It, Rock wit It",Dem Franchize Boyz,1,7cVmKBwzPsh4Fmb6SplfEm
What Hurts the Most,Rascal Flatts,1,4bVuIlGQBMWS7vIhcx8Ae4
How to Save a Life,The Fray,1,5fVZC9GiM4e8vu99W0Xf6J
Unfaithful,Rihanna,1,13xxBnXOuiBxVxJI458B0i
Chasing Cars,Snow Patrol,1,11bD1JtSjlIgKgZG2134DZ
Lips of an Angel,Hinder,1,40LQiUUUKXVGyNs09lHVjW
Everytime We Touch,Cascada,1,1eOHw1k2AoluG4VyjBHLzX
Ain't No Other Man,Christina Aguilera,1,7huo2wvrCgRucUsjdSDLQV
"Dance, Dance",Fall Out Boy,1,0a7BloCiNzLDD9qSQHh5m7
Gold Digger,Kanye West,1,1PS1QMdUqOal0ai3Gt7sDQ
Money Maker,Ludacris,1,2JpUkUR0OsOlUUfm6iS8ic
Ms. New Booty,Bubba Sparxxx,1,0k6HUzaRHpQ3eEWr1C7Esh
(When You Gonna) Give It Up to Me,Sean Paul,1,6k8uthjEbttfWXcGaNTQGD
Photograph,Nickelback,1,3hb2ScEVkGchcAQqrPLP0R
Because of You,Kelly Clarkson,1,3f3omU8n47Mqyab5nCaGyT
Stickwitu,Pussycat Dolls,1,4NjR63Up0uMkQBlKvlZd1l
I'm 'n Luv (wit a Stripper),T-Pain,1,0
My Humps,The Black Eyed Peas,1,19JdbdEwQI7bCxefMokZO8
Where'd You Go,Fort Minor,1,7pAT4dOUzjq8Ziap5ShIqC
Yo (Excuse Me Miss),Chris Brown,1,7DFnq8FYhHMCylykf6ZCxA
Walk Away,Kelly Clarkson,1,25sA1vM4BFkTb5cJGWftFo
Laffy Taffy,D4L,1,2ajhenDRiiAnCHHjsIOHhJ
What You Know,T.I.,1,0CAJdthKDdRjB2h8YOguN6
Dirty Little Secret,The All-American Rejects,1,5lDriBxJd22IhOH9zTcFrV
Savin' Me,Nickelback,1,4Gd9PUEuOTOJtbgd4YxLXM
Don't Forget About Us,Mariah Carey,1,2hQU8LNZFUcXLUwqeABX3K
Sexy Love,Ne-Yo,1,10aWGOqSDBqvNzJ9NeKDbK
U and Dat,E-40,1,7g7M96UGiA7OR79H86gV4m
Far Away,Nickelback,1,0ADZ5dmXhlfzjMw6lefoPl
What's Left of Me,Nick Lachey,1,1bPqAXwNiVcM6zjJU1Z4Cd
So What,Field Mob,1,0Uc706myy6Th7I6KQ9xA1x
Do It to It,Cherish,1,6MBEjJlXQYXr8dfxDvZuoA
Black Horse and the Cherry Tree,KT Tunstall,1,0qAMjeQFyd1qD0LDiV8gWp
There It Go (The Whistle Song),Juelz Santana,1,50UkypyQJbSQLaXHke5Yep
Shoulder Lean,Young Dro,1,2OqYarizUUGzSSNHPrDEii
Unpredictable,Jamie Foxx,1,3UNrtRxBBlWE70SjxnOo02
My Love,Justin Timberlake,1,4NeOWqHmlrGRuBvsLJC9rL
Shake That,Eminem,1,0fGh0trRN1xz3s41r7V5ce
Pullin' Me Back,Chingy,1,5hF2LnbkpnXCkksMSeWcxZ
Bossy,Kelis,1,0Eu5SrReZzaJX0NLKI8tQS
Chain Hang Low,Jibbs,1,0tYPj0NYa7vjlJaqlRSnJb
Smack That,Akon,1,2kQuhkFX7uSVepCD3h29g5
One Wish,Ray J,1,5qrzhg9Fmu8Amg2uMhHfe5
"Sugar, We're Goin Down",Fall Out Boy,1,2TfSHkHiFO4gRztVIkggkE
Gimme That,Chris Brown,1,53ETzLQQKFCzykRbqWb1ph
I Know You See It,Yung Joc,1,6giYNaycmjkbf7UmZ6RGtL
Who Says You Can't Go Home,Bon Jovi,1,5439qJTu5mVH9aeriwp03u
Too Little Too Late,JoJo,1,3hc7PLcmuZbJGPjhIore1i
Touch It,Busta Rhymes,1,3HVJbdz0V402U5YggQK4Ao
Rompe,Daddy Yankee,1,2Q85xwXagilpHKTfdrbC7M
Déjà Vu,Beyoncé,1,423EcxblW9F4nnQkqcqMlK
Life Is a Highway,Rascal Flatts,1,2Fs18NaCDuluPG1DHGw1XG
Call Me When You're Sober,Evanescence,1,663Karu2rvKLdnY0eo1n3M
"Jesus, Take the Wheel",Carrie Underwood,1,3lec3CzDPAxsZokPph5w87
Show Stopper,Danity Kane,1,5FRIqUXfTazrtRmYEGO4G0
Get Up,Ciara,1,4PrquuUN34hswtM71OMvxS
We Be Burnin',Sean Paul,1,4kOTDj4SiZPkW1p96WMDNv
Hate Me,Blue October,1,1tL40tfdtUaSLek4DvDDr3
You and Me,Lifehouse,1,0815caqt2Lytro5EIzMufT
Beep,Pussycat Dolls,1,5TXNLJ2EENAt3Tf9MX4kT2
I Think They Like Me,Dem Franchize Boyz,1,5a4AQWs84xeEyYUd1iC2Pn
Say Goodbye,Chris Brown,1,5F7IJrXD6Fa3EmqoYE0gU4
Waiting on the World to Change,John Mayer,1,5imShWWzwqfAJ9gXFpGAQh
Soul Survivor,Young Jeezy,1,0Ss50OU9tCozI7JIywkv14
Pump It,The Black Eyed Peas,1,6btyEL6NwUa97Nex9cZFvo
When I'm Gone,Eminem,1,42YNobZ4HN3tRVEA47wLT6
Hung Up,Madonna,1,3850dYVgOFIXJh5U4BFEWH
Stay Fly,Three 6 Mafia,1,5MYFw4T2gy52pOGBN4EYHS
Love,Keyshia Cole,1,0W4NhJhcqKCqEP2GIpDCDq
When You're Mad,Ne-Yo,1,5FXOEdfNW7nYQrBWtW49Cl
Why You Wanna,T.I.,1,1g0oI97rPdYuWDIpkbtQdv
Stupid Girls,Pink,1,5oxGaQRd6cLnEcxxbw0soP
Feel Good Inc.,Gorillaz,1,0d28khcov6AiegSCpG5TuT
I'm Sprung,T-Pain,1,0F7rEdewJ6cSLylOZZpDu7
Do I Make You Proud,Taylor Hicks,1,2jv9Ppwz9u3lqWfXV0q2sW
For You I Will (Confidence),Teddy Geiger,1,2ijMU9lYFCvGBzgwJ8Sd8q
Irreplaceable,Beyoncé,1,6RX5iL93VZ5fKmyvNXvF1r
Umbrella,Rihanna,1,49FYlytm3dAAraYgpoJZux
The Sweet Escape,Gwen Stefani,1,66ZcOcouenzZEnzTJvoFmH
Big Girls Don't Cry,Fergie,1,3Q4WeJmzxuDpzMu9QjQqbM
Buy U a Drank (Shawty Snappin'),T-Pain,1,2aIdVb8v9KTpEZnftkz2mD
Before He Cheats,Carrie Underwood,1,0ZUo4YjG4saFnEJhdWp9Bt
Hey There Delilah,Plain White T's,1,4RCWB3V8V0dignt99LZ8vH
I Wanna Love You,Akon,1,4xAk8Lw82G3YoVSOdVAsBx
Say It Right,Nelly Furtado,1,5AtFypwxB2ShXSxNj12dEd
Glamorous,Fergie,1,4KTtYhxFtFL7mBwnjkKfLm
Don't Matter,Akon,1,7I6DceMT3utDOHjcYCbrr4
Girlfriend,Avril Lavigne,1,45hOioMDJktr86iKDHC8gr
Makes Me Wonder,Maroon 5,1,1lHXlGlve5Zx8tXLhyjDwM
Party Like a Rockstar,Shop Boyz,1,07SajbxT3mMTKhbkGjVMBW
Smack That,Akon,1,2kQuhkFX7uSVepCD3h29g5
This Is Why I'm Hot,Mims,1,0AA6zq5ArZ1sSH7VIMi4NK
It's Not Over,Daughtry,1,234RqTZmnDTnxWlVciXHLD
The Way I Are,Timbaland,1,2bLqfJjuC5syrsgDsZfGmn
Fergalicious,Fergie,1,1D066zixBwqFYqBhKgdPzp
Crank That (Soulja Boy),Soulja Boy Tell 'Em,1,66TRwr5uJwPt15mfFkzhbi
Give It to Me,Timbaland,1,0wbDgMuAoy7O7pL3a69uZx
What Goes Around... Comes Around,Justin Timberlake,1,3pD0f7hSJg2XdQ6udw5Tey
Cupid's Chokehold,Gym Class Heroes,1,2Lhdl74nwwVGOE2Gv35QuK
How to Save a Life,The Fray,1,5fVZC9GiM4e8vu99W0Xf6J
Home,Daughtry,1,2mobr1UlKjhxDTOVqng3jw
My Love,Justin Timberlake,1,4NeOWqHmlrGRuBvsLJC9rL
Stronger,Kanye West,1,4fzsfWzRhPawzqhX8Qt9F3
We Fly High,Jim Jones,1,5rXkgeY6rpcHcsolCpXZHR
U + Ur Hand,Pink,1,7klL6qvAu4ZzthaUzLvtIN
Walk It Out,Unk,1,6lSylu4qTmLBGQB1zp5oCi
Beautiful Girls,Sean Kingston,1,1hGy2eLcmC8eKx7qr1tOqx
"This Ain't a Scene, It's an Arms Race",Fall Out Boy,1,1oagRT7LfpVlNJN6FSZDGp
Bartender,T-Pain,1,5kxddRG1RZaZROadk7iC4D
"Pop, Lock & Drop It",Huey,1,6DbqCKweKwVkHgRv1CI53D
Runaway Love,Ludacris,1,3QnEp4rluCxUwgpXT43jmC
Rockstar,Nickelback,1,6n9yCXvLhnYMgJIiIcMu7D
Thnks fr th Mmrs,Fall Out Boy,1,3Zwu2K0Qa5sT6teCCHPShP
What I've Done,Linkin Park,1,18lR4BzEs7e3qzc0KVkTpU
Summer Love,Justin Timberlake,1,1MBM7CyZbwJpVbbZJnHHRg
You,Lloyd,1,5Y77SQxEr1eiofPeUTPHxM
Wait for You,Elliott Yamin,1,0U969xYNlAyfzi8P1TaO7u
Last Night,Diddy,1,5gfPJ45gpn3ThswDyeW0Qc
Make It Rain,Fat Joe,1,1Ji8DhJGIQuV9kBiTgcChh
Make Me Better,Fabolous,1,0YkJU6TjjwzsVXUPRIO0DB
Ice Box,Omarion,1,5qhlC4Rzals34zxovrPzKp
Lips of an Angel,Hinder,1,40LQiUUUKXVGyNs09lHVjW
Waiting on the World to Change,John Mayer,1,5imShWWzwqfAJ9gXFpGAQh
Lost Without U,Robin Thicke,1,4V2F0DZrAXOWq9hkwMMG3x
I'm a Flirt,R. Kelly,1,6w1DBbA8akxHPiBQ6nAyJq
If Everyone Cared,Nickelback,1,44w63XqGr3sATAzOnOySgF
Get It Shawty,Lloyd,1,2a03afRiyAbNAleOByVju4
Face Down,The Red Jumpsuit Apparatus,1,4wzjNqjKAKDU82e8uMhzmr
The Way I Live,Baby Boy da Prince,1,68Zq7PMcPIQE8ol1x3gAqw
Shortie Like Mine,Bow Wow,1,6oUGAx0vkBcnGzYkvw0ZsA
It Ends Tonight,The All-American Rejects,1,1FMHNVeJ9s1x1l1WlaRs2I
A Bay Bay,Hurricane Chris,1,6MnFB3qurhmGs1xdjrz5Bg
Because of You,Ne-Yo,1,6CFPFnS9EcLs2I0nWqtWci
I Tried,Bone Thugs-n-Harmony,1,2elA6JLRaQ6iB7hxiuTKN4
Welcome to the Black Parade,My Chemical Romance,1,5wQnmLuC1W7ATsArWACrgW
Shawty,Plies,1,0mYoKqA23wUUj7BTEgNzjg
Chasing Cars,Snow Patrol,1,11bD1JtSjlIgKgZG2134DZ
Beautiful Liar,Beyoncé and Shakira,1,2HWWNoWEEEECwZhAiLg7ib
SexyBack,Justin Timberlake,1,0O45fw2L5vsWpdsOdXwNAR
Keep Holding On,Avril Lavigne,1,4UPcXTh26ilb7owtuyHqNI
Let It Go,Keyshia Cole,1,2RqZFOLOnzVmHUX7ZMcaES
Apologize,Timbaland,1,6ucR4KfvsBFWCMVFDvyKKl
Bubbly,Colbie Caillat,1,0rFOs9paloAvEtzwDX1Kmc
Like a Boy,Ciara,1,358bOvBiZCS9fRzNYosw6c
Who Knew,Pink,1,7uYl7xgDeAOHP98obvrJvB
Never Again,Kelly Clarkson,1,24y3tSyLdRbpVsKhQrR2oj
Promise,Ciara,1,1pLdjo3lOBbMaoR4ZpybFH
Bed,J. Holiday,1,4qqlckVTHXVvMwRux2Jhpr
Throw Some D's,Rich Boy,1,6SmPPtaMnfxgz5duA6t9Cu
Rehab,Amy Winehouse,1,1L5tZi0izXsi5Kk5OJf4W0
Big Shit Poppin' (Do It),T.I.,1,0
No One,Alicia Keys,1,6IwKcFdiRQZOWeYNhUiWIv
The Great Escape,Boys Like Girls,1,6GIrIt2M39wEGwjCQjGChX
2 Step,Unk,1,34vVztCAeKpPtzYfGHQjiV
Walk Away (Remember Me),Paula DeAnda,1,0Sc9UwBpChiRKRF8DKvWKZ
Go Getta,Young Jeezy,1,0FrL4Wt682zK2I6NrWYzIU
Here (In Your Arms),Hellogoodbye,1,4z1gmF4S1YsTj1pxiU47Qx
On the Hotline,Pretty Ricky,1,1zyqZONW985Cs4osz9wlsu
Wind It Up,Gwen Stefani,1,1GeECVH4Msg1zLm8DExkbH
Cyclone,Baby Bash,1,0x1LCpY9Rgeq97VPajm81B
Break It Off,Rihanna,1,4PgtB6Sul8WDTRZCe5e8St
First Time,Lifehouse,1,40Fp6pxcS9l08kL1R50mR4
