,Song,Artist,Billboard100,URI
6066,goyard,amaru,0,35AdYtWgA0D7aYEpZOatVH
6067,v i b e,vnp,0,0w4puQftHedaxefiTY5mzE
6068,836 east,franky jas,0,2NGj4aKGUx4Um5n5B2kHbv
6069,dexxx,lil fibo,0,0
6070,for a while,dutch revz,0,4u7vqqOizJd4igiSJJ5IhI
6071,rush,atm,0,34Ng5gmbewk5foobQyUNyo
6072,chico,sirpreme,0,2nmoH7Nnc6nnieGZM7xg7G
6073,bag,ronin,0,2kKPQMHFLtNDG20msW1pKY
6074,fountain of youth,why khaliq,0,09rbFHzgWwCKl0VgAY8Of8
6075,big tyme,czarnicholas,0,1DwMk6a4NouLWlCnWnJnXm
6076,feel like that,ytk,0,3xGUnyCvQW1Hg0bZkdcoeK
6077,x'd out,mayze,0,3TL1QPjXWanUUAs244OrFj
6078,blackheart heights,feign,0,5L5AB6Ps6wO9FDgfoZ1ZKk
6079,revenge,chewiie clipz,0,2blxpnoOsQcH6lQFdQotvA
6080,trap music in my uber,truthcity,0,3PCZumQeDDlBfuushrIHIi
6081,vices,michael aristotle,0,4a0Q6WpfYfysdAv9J8coBa
6082,too hot,jay portal,0,5h8ZE3n6Rnh3ZU28DkhvTu
6083,better off,georgie raft,0,0sJPcJuG0AQbJOiVOGi5w3
6084,seasons,aftersound,0,46L5pyZzu4MW7sQx0Iwhvv
6086,you can have it all,b. aull,0,6AxjkUNbLI8TPIza9BnpcA
6087,how i - h2the & rev-eng remix,sirken,0,7245lVb6bqHRMOm8jWYXPz
6088,love 4 me,ionika,0,0
6090,safe,olivia grace,0,4sOzGovIr2W3xYZVi1N1tV
6091,young lovers,dutchkid,0,3TaKLmGZ3i4mNGIJoSYt8d
6092,forever for now,dylan bernard,0,6f24dKLT18FKK83P3mmv8Q
6093,oh lawd,jyellowl,0,2YIKf0jPEYaBD7Qqy3kGjS
6094,waterworld (feat. goldlink & jazz cartier),falcons,0,5n5TzNpCrQHmsM9IlGOYqc
6095,prince charming,action bronson,0,4tTFl6L8eNA7BK4dRJivK1
6096,beauty & essex (feat. daniel caesar & unknown mortal orchestra),free nationals,0,4ej94zqr9xYLbWphCH3TcD
6097,mcdonalds rich,saint jhn,0,1va2rmvHBHJNXmtmq5shS0
6098,the come up,troy ave,0,5yxBrUKHSqEuVd4Tj2QqBy
6099,weakend,kelvyn colt,0,5M4SBdimWOxDF8mEMICEAp
6100,never ask (subpar funk),ishdarr,0,4x6dnVtDdxuJ61d7OZexRA
6101,smile (living my best life) (feat. snoop dogg & ball greezy),lil duval,0,17jeLyQcEUmKv3MXeEo79k
6102,rich black man (the last reup),ralo,0,7l8YQWuWFUSPQJEk4mISrr
6104,can't go home,k camp,0,1GiR3XEpbbUPnwREn9unzj
6105,feel so good (feat. iamsu!),june,0,4hnPhKwLjg3pRPeqSA3HxP
6106,made it,suigeneris,0,47f4cvwiAOyjlEjtlL8kur
6107,tainted,emilio rojas,0,3c1JNTfp2ksoLyaLoZXPeY
6108,cause i can (feat. velous),tru life,0,6nLF6I7Gj3GZSsDEF7vFP4
6109,major (feat. key glock),young dolph,0,3Yt2ph8Ko0JBANpdawzSF2
6110,with the shits (feat. young thug),damond blue,0,2j8Skzi0rjZn7XGd7m6Qrv
6111,bad boys,cierra ramirez,0,4vMUCOZqry6deRtrdRvnM2
6112,"excuse me (feat. too $hort, yhung t.o. & dcmbr)",mozzy,0,3sU3RDpR7a2HnvCz1P0baQ
6113,1000 (feat. t.i. & trey songz),tokyo jetz,0,0pIddjZerltppgym7J2wwW
6114,lies 666,lyrica anderson,0,0CyPxGWyQajQEcQOd4f61v
6115,everything's a joke,dounia,0,7ihlokXfALag4FI7qJiHq7
6116,stop playing (feat. chris brown),fre$h,0,0
6117,lit (feat. lil duval),that girl lay lay,0,2tedv11wURJ3DAXBheBs0e
6118,go $hort dog,too $hort,0,0Tfa6BKOT1oMjFdanoLgTQ
6119,that's what you is (feat. get a bag boyz & lil mex),allstar jr,0,3DpiwNswbN9HpjX6MsBuHX
6120,fairytale,skyetunes,0,5iS6L8dgA18Y4u7EcHX7OS
6121,"we on it (feat. p-lo, rexx life raj & nef the pharaoh)",cal-a,0,0
6122,better with you in it,major.,0,0
6123,entropy (feat. dounia),supa bwe,0,5T1oHkoSiPteJCAmx0GnUg
6124,stain (feat. ski mask the slumpgod & smokepurpp),craig xen,0,79FbFgOybXsENkt3tTygVO
6125,my bestie (feat. sevyn streeter),lloyd,0,632HpYkT2AgpgBbGSSV3dR
6126,recognize (feat. t.i. & big k.r.i.t.),bun b,0,5uzJbrZlEKZPQRqkmAvAnV
6127,trapper of the year,baby e,0,3Uyr5MbBTqccG4eByLbZGt
6128,omen blood,fijimacintosh,0,702A5OmjTFpqf514MwvDAv
6129,fuck it up!,ocho drippin,0,4QKmNtEulgeSINW047sYKK
6130,buss down brothers,fmb dz,0,3TD5KSL1BQxKvfwQz9Fw3G
6131,nosebleeds (feat. young thug),reese laflare,0,3IR3bwjod2mtOvTfUwJ3CD
6132,might die young (feat. olivia o'brien & tinashe),bobby brackins,0,2fAYPnZ9sT2Z3o1ScBMm4j
6133,cuando salimos,melymel,0,0SnLkO6RfRabs9WPLnP20P
6134,bad vibes forever,robb bank$,0,6AXwfJKOuBSxZmaNhvmofF
6135,birthday boy (feat. zack villere),tobi lou,0,6jK4ybz93tWYjRJwjM9GSW
6136,my niggaz (feat. mozzy),bandgang,0,23KxVpmJHXIN35gaEAUP45
6137,bank roll (feat. ybn nahmir),kiingrod,0,2FEsRe4tZSvVAAsv8rDaG7
6138,cops shot the kid,nas,0,1vi9adPJiD4d22ybGp25hy
6139,all mine,kanye west,0,3U21A07gAloCc4P7J8rxcn
6140,if you know you know,pusha t,0,6bGwKHXHNLmTy6yt147FPh
6141,priice tag,desiigner,0,0w7IgpqkxKyRBTqGuQbZNp
6142,yikes,kanye west,0,1qsHYUd2c1wFGcn7e63QmG
6143,the games we play,pusha t,0,7iEoaTyBCqLaAwJnOP1BTn
6144,feel the love,kids see ghosts,0,3aUFrxO1B8EW63QchEl3wX
6145,stranger,070 shake,0,0jbjm2p0qkEfpeoNCywnM2
6147,freeee (ghost town pt. 2),kids see ghosts,0,7GRTrWsP3yo2Fx8umJfA1X
6148,adam and eve,nas,0,0BSPhsCKfwENstErymcD80
6149,miami (feat. pusha t),valee,0,0DSXAjnNFpc22v31I4MX2S
6150,what would meek do?,pusha t,0,5vnuJ8EopkP5dHukpOmT3L
6151,clique,kanye west,0,65rRB2mspD309xE6YimZTl
6153,womp womp,valee,0,1G5ho820Xi2Qu3HsBZ26ft
6154,do not disturb,teyana taylor,0,3MPC4VgnsdlTEua8QntLab
6155,all of the lights,kanye west,0,22L7bfCiAkJo5xGSQgmiIO
6157,mercy.1,kanye west,0,3U8Ev1gISsx6O1uwpsttOD
6158,day 'n' nite (nightmare),kid cudi,0,5FEXPoPnzueFJQCPRIrC3c
6160,pursuit of happiness (nightmare),kid cudi,0,5iSEsR6NKjlC9SrIJkyL3k
6161,father stretch my hands pt. 1,kanye west,0,4KW1lqgSr8TKrvBII0Brf8
6163,i wonder,kanye west,0,4jQqM4NI79HEcWHUJb8Hvf
6164,diamonds - remix,rihanna,0,2DCCA7AwEslJ7jEaEX4Frf
6165,pt. 2,kanye west,0,1Wsbr1d2BouNGk2q92mIj7
6166,make her say,kid cudi,0,7dZAPeA3Of5j5Vaef0DQ6M
6167,drive slow,kanye west,0,6vB49BJ70zBpDrrAPwdaB8
6168,blessings - extended version,big sean,0,4UaWrzY75h1tAvlxa4NKP9
6169,heard 'em say,kanye west,0,6yIjtVtnOBeC8SwdVHzAuF
6172,so appalled,kanye west,0,6K07Ahf6V7CAQn0ikrOztl
6173,new god flow,pusha t,0,1DbeslBYnckTqqTcc1Y2Tg
6174,ultralight beam,kanye west,0,1eQBEelI2NCy7AUTerX0KS
6175,family business,kanye west,0,5DBmXF7QO43Cuy9yqva116
6176,drug dealers anonymous,pusha t,0,1b6rmL3VXBgYTbn61kM8wT
6177,blame game,kanye west,0,4EndPA8b6FDWYp1RgsnLEB
6178,marvin & chardonnay,big sean,0,5xpmdbQcfIOsE1hACcC3UK
6179,moves,big sean,0,0Fv5N0cHBsl4bzCbollCAS
6181,liife,desiigner,0,1W8vII5CLpMMzAGvGlAgCk
6182,birthday song,2 chainz,0,5qkWTBmDmZjogwIvbKtJQv
6183,welcome to heartbreak,kanye west,0,3F18I7LhWKxlf1PytSoTBH
6184,dat side,cyhi the prynce,0,6NvSxE4pfP7TcD1OhGgaZW
6185,movin' around,cyhi the prynce,0,2YzvqgbG4VZpmoGZpBTQOF
6186,be (intro),common,0,11aFVmFy8903RwDx4ohQiq
6187,blow the whistle,too $hort,0,2lMg3lCMOGistaWBNGjuT3
6188,sauce it up,lil uzi vert,0,1uL78kFWxhz3umTMWJu8n5
6189,king kunta,kendrick lamar,0,0N3W5peJUQtI4eyR6GJT5O
6190,apes**t,the carters,0,0B08s1tLWCXoFmGP0vIubM
6192,digital dash,drake,0,0GR7iJLhj80KD5LkA14ZRn
6193,ambitionz az a ridah,2pac,0,3ssX20QT5c3nA9wk78V1LQ
6195,"notorious thugs - amended, 2014 remastered version",the notorious b.i.g.,0,0
6196,madiba riddim,drake,0,76gUmNLXGQVOsGhfcshkFP
6197,rosa parks - radio version,outkast,0,2IiDQweIKXTtbOSestNmyK
6198,big fish,vince staples,0,6eL1ncVDtQHgSm3E288TS7
6199,bigger than you (feat. drake & quavo),2 chainz,0,5S1IUPueD0xE0vj4zU3nSf
6200,jettski grizzley (feat. lil pump),tee grizzley,0,2VKf0WEOpq06JE5PTNr9wa
6201,aries (yugo) part 2 (with rae sremmurd & big sean feat. quavo & pharrell),mike will made-it,0,5NkfVQS8BkceRgoSQwcW6H
6202,how you like me now,the heavy,0,7D180Q77XAEP7atBLmMTgK
6203,93 'til infinity,souls of mischief,0,0PV1TFUMTBrDETzW6KQulB
6205,i need a dollar,aloe blacc,0,6q1qACcezH6eH77Xljh5QV
6206,so excited,fat joe,0,4MnHvx4W6eMx4d2vZP5ONK
6207,"all about u (ft. nate dogg, snoop dogg, fatal & yani hadati)",2pac,0,0vg2zFpTQNzg0EuamyBSIc
6208,we gonna make it,jadakiss,0,3FYSNSTUCqAZGfwEd8ui4l
6209,"kick, push",lupe fiasco,0,6nz35DNIzbtj5ztpDEcW1j
6210,swag surfin',f.l.y. (fast life yungstaz),0,0
6211,still d.r.e. - album version (edited),dr. dre,0,0
6212,sleep walkin,mozzy,0,2Chpj7Kjc3AEi5D6Of4KOE
6213,the ways (with swae lee),khalid,0,5jyyPsIGM2yqkZN9R3TmvN
6214,tell me when to go (feat. keak da sneak),e-40,0,0
6215,who want the smoke?,lil yachty,0,3LR0t8XqZ1FUj6nj01sXN0
6216,workin me,quavo,0,33tNYw9oMtSkGe27NpgS64
6217,chanel (go get it) [feat. gunna & lil baby],young thug,0,0kCBorRrKZkSztd9m0QI3r
6218,shake it up,trippie redd,0,6yz0Jndhv0QjKdpcEMbOjz
6219,where the bag at,city girls,0,7GlZhPkCA259c3ICFU0eaG
6220,llc,nicki minaj,0,7CKR3FcBqSsGcgce0ECe1z
6221,no bystanders,travis scott,0,6OaVWaGfhXn70ZJfdVcabn
6222,uproar,lil wayne,0,3wScL5W8H40zzCKN0atfBk
6223,money set (feat. young thug),shy glizzy,0,6rWXZaMeibpzkHySnXPrZZ
6224,2 tone drip,ybn almighty jay,0,0aJP5iqcwIMrRerm3SVU9a
6225,"nervous (feat. lil baby, jay critch & rich the kid)",famous dex,0,0n22yqkitWec0PV6tibWEO
6226,uh uh,blac youngsta,0,1HqwkyAAb8gLZlOAhUo6Kh
6227,swish,tyga,0,55GiOwtxNajXVbpjjIzMnD
6228,drop top benz,lil gnar,0,7FpnDkHhtYv1cVG99kusaH
6229,narcos,migos,0,0wbnC9AUenxp613TYaJsGK
6230,apeshit,the carters,0,0E6PsO3ymCfUh7pJQjBgkj
6231,1am,meek mill,0,6Rtug7pmJtXarD0fTtRlt0
6232,freestyle,lil baby,0,5BbdKBZO0TH0GhfxUfyhL9
6233,lamb talk,quavo,0,3nmfktGzQJe0B77Ilcce1o
6234,2 seater (feat. quavo & 21 savage),dj holiday,0,0N9aO27StVncd3rCpMuOpB
6235,head on (feat. kevin gates),youngboy never broke again,0,0
6236,stargazing,travis scott,0,7wBJfHzpfI3032CSD7CE2m
6237,real rich (feat. gucci mane),wiz khalifa,0,5t8djD6oZcfAyqF4cTQfFb
6238,nephew (feat. lil pump),smokepurpp,0,0ibOcbkp2XG46Do8jcy0bL
6239,ned flanders (feat. a$ap ferg),madeintyo,0,2EUNZfjPToKZIahK0WMLKd
6240,lil bebe,danileigh,0,2fwkl5Z8ujDtAh6qxEA5x0
6242,kept back (feat. lil pump),gucci mane,0,384Oc8MQzITdL2DGyCeivN
6243,wifi lit,future,0,6WlxcZKpEV6Bwe9InoVhMp
6244,millidelphia (feat. swizz beatz),meek mill,0,1dQ84P0W0lOckT02lPEhhP
6245,mob ties,drake,0,7rC5Pl8rQSX4myONQHYPBK
6246,shoot,desiigner,0,7KJ8xa9dfaL1i1qN99Csan
6247,powerglide (feat. juicy j),rae sremmurd,0,1BuZAIO8WZpavWVbbq3Lci
6248,win,jay rock,0,69WMdZSqdQwFgLVpbMsZ2J
6249,poke it out (with nicki minaj),playboi carti,0,2rPSFKzGeqUWwfcCFVkkq3
6250,neat,q money,0,4Mqc5mST2WfkJvBbOhh5tp
6251,pull up (feat. nav),a boogie wit da hoodie,0,76vviJBqmRdMMb9u9npgfj
6252,all of a sudden,lil baby,0,0XOMoQbYxYPVLxwK4VDmNA
6253,kung fu,ybn cordae,0,1eEYbTvRWPEozV0ttNO0NC
6254,fr fr (feat. lil skies),wiz khalifa,0,1RagpNpkD3KcjXMLGMe99V
6255,31 days,future,0,7MywASx2OFZngfoORjo1yy
6256,drug addicts,lil pump,0,6tpHfEM8eaETzlPOARYWfZ
6257,nice for what,drake,0,3CA9pLiwRIGtUBiMjbZmRw
6258,icey,melii,0,0GpaZjcvRnIqVrtLqrzRdp
6260,look alive (feat. drake),blocboy jb,0,4qKcDkK6siZ7Jp1Jb4m0aL
6261,wow freestyle (feat. kendrick lamar),jay rock,0,0gV5B7zmJkS1aaH9APokrH
6262,ghost,jaden smith,0,0aWMostcnfyjuCEcO7sTz5
6263,drug dealer,cuban doll,0,0YxmGbzTbccIzD4BzLrSjH
6264,boca raton (with a$ap ferg),bas,0,72ic9IhRix05fIkRzGGMXD
6265,esskeetit,lil pump,0,44KKhCyI0BGS6LvVyDqJtH
6266,champion (feat. travis scott),nav,0,6nO3tr47nr2P7f3hXb8JIo
6267,clout (feat. 21 savage),ty dolla $ign,0,1J1O7nHzX0OZoOSAapoSxi
6269,guatemala (feat. slim jxmmi) - from swaecation,rae sremmurd,0,0
6275,low (feat t-pain),flo rida,0,0CAfXk7DXMnon4gLudAp7J
6276,can't help but wait,trey songz,0,5k3VjTwIsOjQ2woGz3Yx71
6281,i'm n luv (wit a stripper) (feat. mike jones),t-pain,0,0
6284,only girl (in the world),rihanna,0,6jAsmDJI8iPhGWtS27kZ67
6285,confessions,usher,0,7wBThXx7BGZHJJ3aN3OPvv
6286,bottoms up - feat. nicki minaj,trey songz,0,2IpGdrWvIZipmaxo1YRxw5
6287,in my mind,dynoro,0,0E9ZjEAyAwOXZ7wJC0PD33
6288,fine china,future,0,5274I4mUMnYczyeXkGDWZN
6289,kiss and make up,dua lipa,0,7jr3iPu4O4bTCVwLMbdU2i
6290,drip too hard (lil baby & gunna),lil baby,0,78QR3Wp35dqAhFEc2qAGjE
6291,sweet but psycho,ava max,0,25sgk305KZfyuqVBQIahim
6292,woman like me (feat. nicki minaj),little mix,0,222B3aljXx6fFwKmFjuBED
6293,rockstar (feat. 21 savage),post malone,0,0e7ipj03S05BNilyu5bRzt
6294,high hopes,panic! at the disco,0,1W6eJYr8F69XRJx7sKKHeR
6295,parado no bailão,mc l da vinte,0,3Hb9kUdm4yf839Fle4RIdT
6296,medley da gaiola - dennis dj remix,mc kevin o chris,0,7rLegaz7zKB6EtDNzcslKE
6297,true colors (feat. maya avedis),xo cupid,0,4AMY0oGSt7vZwgxDnHCJBr
6298,sapequinha,lexa,0,7LPR6AdkOQR9WpEixCGNCk
6299,buwan,juan karlos,0,5f9808hpiCpuNyqqdXmpF2
6300,spooky scary skeletons - remix,dr stiig,0,0
6301,ppp,kevin roldan,0,1DcxnVNFAyVl2sDQ646pXS
6302,sou favela,ruanzinho,0,6VcaTmR9UhOuZD7aNNilOV
6303,don't you give up,dansu,0,68xBP3GnZuYEDlN4usyp4G
6304,bottled up,dinah jane,0,2LHIwubgdCjbbBaoP9gkWB
6305,me vas a extrañar - en vivo,damas gratis,0,3CACzG9I3AoKUKA3ODE5zW
6306,later bitches,the prince karma,0,0uL88Lp7C6i2WGHub1zrJ9
6307,o bebê,mc kevinho,0,51HrDv54pSe1IqynORNXBd
6308,ni gucci ni prada,kenny man,0,32lexhcz93AinKK0qLTZaZ
6309,devagarinho,luísa sonza,0,0aZfIiaO3b2HTNxZ3sv1cg
6310,pra me refazer,sandy,0,1NocSraHhZfASkuG2WdE5r
6311,narcissist,no rome,0,4qjLvvBh5ZeKEPyShKRf06
6312,mary jane (radio edit),burry soprano,0,51agJccRxKI5dqGJFkTojo
6313,monster mash,"bobby ""boris"" pickett & the crypt-kickers",0,0xxZY5C9xxij3D1HkzbnfC
6315,forgive me friend,smith & thell,0,5jnZUl6PwWB0Maze4kDJfC
6316,só pra castigar,wesley safadão,0,2X8sssaxS5GReg6945B6RW
6317,saudade nível hard,yasmin santos,0,2dmGj5Nf01FcR6N4HPzAbL
6318,pretty little fears (feat. j. cole),6lack,0,4at3d5QWnlibMVN75ECDrp
6320,bom diggy,zack knight,0,6qCNaRRr5xJALfNJvh0NAw
6321,favela,alok,0,0
6322,hoe je bent,broederliefde,0,5vJxmMmw4fJX0hNxH6fVHV
6323,spice,michael brun,0,4m87b7czaUMX9d0mbCv3AN
6324,i will find,vintage culture,0,2bbfiUnH4CATlekDS1dxNr
6325,mafiosa (feat. caroliina),lartiste,0,0WxiQqTcK3ZErx2mMWgtm6
6326,amore e capoeira,takagi & ketra,0,5Vwqy3CS2aCB6jcgm1qWfk
6327,djadja,aya nakamura,0,3XfnssSD9HMQ9LhVOJvXTE
6328,d'estate non vale (feat. ana mena),fred de palma,0,5IbiQAbMBe5T2K67mCAIx3
6329,tror du att han bryr sig,benjamin ingrosso,0,1ODyGSzjAYmJ7PvrrnRgHB
6330,ultimatum - edit,disclosure,0,0slkzFvyBWcwnjEEDtYE5E
6331,test drive,joji,0,1DMEzmAoQIikcL52psptQL
6332,toto (feat. raf camora),noizy,0,1fyvQWmRbW81M0xXKI1Rrk
6333,immigrant,belly,0,7xV2KiZcW7oUCUyYWzrxnC
6334,juice remix,ycee,0,1NGvgncIB1kIDSEUWNV0Bg
6335,sisi maria,maleek berry,0,6Q00t1XCsGCxEwJAblW3EU
6336,розовое вино,allj,0,0
6337,idol,bts,0,2AIWoHr9DF6y4KALCBKWQS
6338,mr la di da di,baker boy,0,5Dta3vXwJx28vqRZIi974F
6339,your lovin' (feat. mø & yxng bane),steel banglez,0,1p6Sc7zeA9dMIDT1mIpCJ1
6341,kankan,fouki,0,1PZpmt3Hlih8ZSi0L7lKb3
6342,vamos (feat. dr zeus & raja kumari),badal,0,1oObDV7YWsurxzC3KCyvCo
6343,leg over,mr eazi,0,0K3ESegCtpUnQ2XB2d3bHt
6344,calypso,luis fonsi,0,4178A5NkEjcsGc64jpBO6d
6345,maybe one day (english version),riri,0,6CBlN16bRX7BjQu8vd3VvF
6346,leily leily,melissa,0,75L7w7BTN2thk83TKMG02q
6347,nos fuimos lejos (feat. el micha & redone) - arabic version,descemer bueno,0,0NeRISlHRXUNLpTi20GF9i
6348,illegal weapon,garry sandhu,0,3Oe3VdPn6rAueriQvFhCBA
6349,find a way,a tribe called quest,0,2MAaiV0bbeq4FpSwPe2rR8
6350,loungin (who do ya luv),ll cool j,0,0UN5OvKlbg06LnZyVk48ll
6351,still not a player (feat. joe) - radio version,big pun,0,3GKL13lkM5nRc4zC1lIOrR
6356,respiration,black star,0,5mxVKAuunOKqcBfR5ivbRf
6357,nann nigga,trick daddy,0,7d9I42jF759n5HuUeoulzR
6358,it ain't my fault,silkk the shocker,0,0EvsLFtgq2ToSaH8UXmPK0
6359,go hard,dj khaled,0,6stxKQ2M28z3YYHxVnyTVv
6360,da art of storytellin' (pt. 1),outkast,0,1KQymTxNJfWk6vCD5ywKW2
6361,brand new - dirty,rhymefest,0,6kXzziMxC4C6QQh6aYGAR4
6362,definition,black star,0,4C7Ss9bTPOWJMh3rarF1mN
6363,déjà vu (uptown baby),lord tariq,0,6dLujFTBvLRnr8zPMMVUJg
6364,murdergram - streets is watching/soundtrack version,murder inc.,0,7JAXoEaGaiarV0g7dX4iqq
6367,all n my grill (feat. big boi),missy elliott,0,0
6368,stay fly - explicit album version,three 6 mafia,0,5MYFw4T2gy52pOGBN4EYHS
6369,ruff ryders' anthem,dmx,0,1BKT2I9x4RGKaKqW4up34s
6370,grindin',clipse,0,3XrvEifl0hIzgBGUa5jBLS
6371,pre-game,sauce money,0,0YJQjkm6Xg5HPyas4LAIlL
6372,money in the bank - remix feat. young buck,lil scrappy,0,0
6373,gimme some more,busta rhymes,0,47wZfF4OdME3xkIPhhpSSF
6375,whoa!,black rob,0,71u5SjnkSQgzIt1UzHchbi
6376,roc the mic,beanie sigel,0,7ljzDeWWD7cBC6EGyh69An
6377,welcome to atlanta,jermaine dupri,0,19VTqucnxJuH6kilNdweTh
6379,hate it or love it,the game,0,2wGSgTmgSF3xjRrHkTc25R
6381,still tippin' (feat. slim thug and paul wall),mike jones,0,5QTWAj4eiLac88p9y9Zp0F
6382,"so fresh, so clean",outkast,0,6glsMWIMIxQ4BedzLqGVi4
6383,cake,lloyd banks,0,3V6WV8np9H3mArWp7NGJIc
6384,i think they like me - remix,dem franchize boyz,0,5a4AQWs84xeEyYUd1iC2Pn
6385,knuck if you buck (feat. lil' scrappy),crime mob,0,0RZXNlGPvfMo54fd6uCvAT
6386,"wipe me down (feat. foxx, webbie & lil boosie) - remix",boosie badazz,0,6D1CstH1YvzNN8cPd9ay9Q
6387,slow jamz (feat. kanye west & jamie foxx),twista,0,1boHm9rjmvzxpJASd9dnGK
6388,california dreamin',the mamas & the papas,0,4s6LhHAV5SEsOV0lC2tjvJ
6389,into the mystic,van morrison,0,3lh3iiiJeiBXHSZw6u0kh6
6390,come pick me up,ryan adams,0,0lngUitwRDbvZ5yVO76dVN
6391,i feel the earth move,carole king,0,1BWsOxeMx83OrKGCV4gxly
6392,walking back to georgia,jim croce,0,4JVmESg1JVr2WqecNqFnch
6393,constant craving - remastered,k.d. lang,0,0
6394,sweet revenge,john prine,0,3OjQfS3lbILlruNItB3ShG
6395,sunshine superman,donovan,0,4RGxUjaCmVtD30pIhtEi7w
6396,traveling alone,tift merritt,0,3e3g5fhOUw0TxHZ46Qn9uF
6397,lungs,townes van zandt,0,0gctFhy7ZomaBNuUrFnjrU
6398,queen bee,taj mahal,0,6kqXaZrIDOmA177KL9LHHf
6399,big yellow taxi,joni mitchell,0,6UkMcAA19lTdjs22jtB7o2
6401,car wheels on a gravel road,lucinda williams,0,5rUqENE7bmNffBbZDhVBty
6402,1952 vincent black lightning,richard thompson,0,1KueOLeUZpaNRK2InckxVT
6403,i'm the only one,melissa etheridge,0,4veE1jrMbVSy9FRCiYDGkD
6404,sandusky,uncle tupelo,0,0rib9hiYy1NWL0w8BUYgmd
6405,crossroads - remastered version,ry cooder,0,6mGy6bzPJ6hrgPnVJZCEd4
6406,the swimming song,loudon wainwright iii,0,6scUEism6pBnY0IXYr8fw3
6407,heavenly day,patty griffin,0,2vy6F2C23RxlGJvbdA7NTq
6408,when the stars go blue,ryan adams,0,04rMpRstoJt3uvqyNGKczX
6409,blue,the jayhawks,0,2FhJvFKyZng57iVQmFayVw
6410,love and affection,joan armatrading,0,6Mnne5V9ZifNID59dswUcZ
6411,carolina in my mind,james taylor,0,2T5Ch09nefwckOu5NQvjIk
6412,windfall - 2015 remastered,son volt,0,0
6413,"jesus, etc.",wilco,0,4wd09wCccmxUB7XVJp0RNn
6414,i don't want to wait (artist's 20th anniversary edition),paula cole,0,3TPM942bMXrEnCPym6vL7i
6415,16 days,whiskeytown,0,3aFMz2anc9vurZw6bPunI6
6416,save it for a rainy day,the jayhawks,0,6IZIEhCq9crPjl2jGUvELS
6417,look at miss ohio,gillian welch,0,5vPRCX0Bj8O374jTCAQRLS
6418,moonshiner,uncle tupelo,0,7KJ2nuhkrBXudfs0fmyw04
6419,i wish i was the moon,neko case,0,4PxzGOH79jcmmldKgoI9sB
6420,the city (with quinn xcii),louis the child,0,5X3VpTYsESWoh80dMa60jd
6421,groceries,mallrat,0,706J9prVXY8vZHhp9VGiBE
6422,be real,rasmus faber,0,4PEbNdnFtpko90iC0W9I2u
6424,laugh it off,chelsea jade,0,6UJUkIobRl4M2EIxOLZVti
6426,the shit,goldhouse,0,14gdcYmHyORy3ZnvLwZzRV
6427,forget to forget,shy martin,0,4E5IBDRu8kJbzUv1qaZM1t
6428,warpaint,88rising,0,3j1fOrxmfuym91Cf9v397b
6429,if you're over me,years & years,0,01k24g94i1JvkFLQmVEdCd
6430,just friends,hayden james,0,3NjyrsDr4qS0L424H4muQd
6431,just for a moment (feat. iselin),gryffin,0,66U2Ud0RBGfQ0ZQrI2m8FC
6433,don’t lose your cool,louis mattrs,0,7uZEIIxCVhHGVUwtOZO2Er
6434,light up for you,loyal,0,0zehDaqqfHz4zLWro5qUTh
6435,toluca lake - imad remix,tep no,0,4EdNY3scTlTbGpwGlbjfyg
6436,11 hours - branchez remix,wet,0,1BzdE75pSHlsqF2roxxEWk
6437,better not (feat. wafia),louis the child,0,7kGIyYQc44EQcJR3HH314y
6438,body,loud luxury,0,21RzyxY3EFaxVy6K4RqaU9
6439,feel like,andrey azizov,0,6Ri9UCon5eF07GqlNDk98L
6440,paper cut,sophie simmons,0,4gSEZ8dkB4GrrIowsib0l9
6441,all the kids are depressed,jeremy zucker,0,75ls0gurX68lUmMjE7QcsE
6442,love actually,off bloom,0,1rkwEvRdpZirixNHJ8x61R
6443,drive me home - goldhouse remix,caroline pennell,0,149Rcv6foJRa7COnnmUkNs
6444,memorized,mat kearney,0,38LC7jHjifqs5EnYUv4BgG
6445,deep breaths,lookas,0,2rqR1bvEAmLHCNWBvyDt0V
6446,do you feel this way (feat. whethan),kailee morgue,0,5p0UXw8VPvtgGEgBltcIwU
6447,better - sg lewis x clairo,sg lewis,0,32T61xmNSIXhGkEszzs0t8
6448,i just can't,r3hab,0,4Ux0Y0eQYv4HJPvuxioosx
6449,ot,john.k,0,0
6450,find,shallou,0,0
6451,sleepy eyes,elohim,0,1Wvzo4EotLEh4W3OVcQoDO
6453,say hi,codeko,0,1wv65oTk6ezLpMYLaVeSeT
6454,sunburn,droeloe,0,0JITWDB1tVUH2VUXmVtYpL
6455,that's all,mauwe,0,3M4PG8X9lp0gpDEMGpenBI
6456,you could be,r3hab,0,1PM8OIREXRl5lFb06852rr
6457,if you're hearing this,hook n sling,0,1aJ1xeEQ1ivKGnTeuYolJk
6458,good nights (feat. mascolo),whethan,0,08Kj0lvbsqAxzeUOBYZRL6
6459,above the clouds,sÿde,0,02p9EeaQinGbAJHSOnn6ws
6460,warm fire lightning (flip),ninajirachi,0,447cuOH8DHy18QtQHzcbgc
6461,not a love song,bülow,0,45iMwUi9OBJlEIsTJ4AStR
6462,ride or die (feat. foster the people),the knocks,0,3uJsg8xIH7OpWHxuJaMLJX
